Acidobacteriia,204432
Acidobacteriales,204433
Acidobacteriaceae,204434
Acidicapsa,1078830
Acidicapsa acidiphila,1335627
Acidicapsa acidisoli,1615681
Acidicapsa borealis,946336
Acidicapsa dinghuensis,2218256
Acidicapsa ferrireducens,1335629
Acidicapsa ligni,542300
Acidicapsa sp.,1872106
Acidicapsa sp. CE1,1078845
environmental samples,33858
environmental samples,34033
environmental samples,35766
environmental samples,40903
environmental samples,47925
environmental samples,47926
environmental samples,47928
environmental samples,47936
environmental samples,47938
environmental samples,47949
environmental samples,48468
environmental samples,48479
environmental samples,48504
environmental samples,48505
environmental samples,48506
environmental samples,48509
environmental samples,48510
environmental samples,49276
environmental samples,50423
environmental samples,50559
environmental samples,50609
environmental samples,50742
environmental samples,51233
environmental samples,51666
environmental samples,51968
environmental samples,54518
environmental samples,54520
environmental samples,54522
environmental samples,54524
environmental samples,54532
environmental samples,56766
environmental samples,56769
environmental samples,56775
environmental samples,57016
environmental samples,57112
environmental samples,57668
environmental samples,57695
environmental samples,57697
environmental samples,57702
environmental samples,57727
environmental samples,57731
environmental samples,58229
environmental samples,58667
environmental samples,58772
environmental samples,58841
environmental samples,59619
environmental samples,60598
environmental samples,61964
environmental samples,62104
environmental samples,62269
environmental samples,62655
environmental samples,62665
environmental samples,62667
environmental samples,62669
environmental samples,62673
environmental samples,62677
environmental samples,63449
environmental samples,65115
environmental samples,65119
environmental samples,65121
environmental samples,65831
environmental samples,65843
environmental samples,67525
environmental samples,67768
environmental samples,67798
environmental samples,67800
environmental samples,68346
environmental samples,68357
environmental samples,68358
environmental samples,68359
environmental samples,68913
environmental samples,68926
environmental samples,68934
environmental samples,69197
environmental samples,69409
environmental samples,69542
environmental samples,69837
environmental samples,69840
environmental samples,69948
environmental samples,70745
environmental samples,70746
environmental samples,71181
environmental samples,73639
environmental samples,73872
environmental samples,74202
environmental samples,74261
environmental samples,75655
environmental samples,75661
environmental samples,75663
environmental samples,75667
environmental samples,75669
environmental samples,75671
environmental samples,75673
environmental samples,75676
environmental samples,75924
environmental samples,77118
environmental samples,77353
environmental samples,77630
environmental samples,77632
environmental samples,77633
environmental samples,77695
environmental samples,77697
environmental samples,78555
environmental samples,79769
environmental samples,80843
environmental samples,80844
environmental samples,81490
environmental samples,83426
environmental samples,84372
environmental samples,84374
environmental samples,84713
environmental samples,87806
environmental samples,87828
environmental samples,88215
environmental samples,88601
environmental samples,89267
environmental samples,89271
environmental samples,89277
environmental samples,89279
environmental samples,89282
environmental samples,89285
environmental samples,89290
environmental samples,89293
environmental samples,89299
environmental samples,89304
environmental samples,89306
environmental samples,89308
environmental samples,89310
environmental samples,89312
environmental samples,89314
environmental samples,89695
environmental samples,90418
environmental samples,90425
environmental samples,90628
environmental samples,90811
environmental samples,90877
environmental samples,95757
environmental samples,95759
environmental samples,95865
environmental samples,95882
environmental samples,95893
environmental samples,95900
environmental samples,95902
environmental samples,95904
environmental samples,95908
environmental samples,95913
environmental samples,95916
environmental samples,95920
environmental samples,96043
environmental samples,96501
environmental samples,96502
environmental samples,97132
environmental samples,97133
environmental samples,97500
environmental samples,97503
environmental samples,97507
environmental samples,97709
environmental samples,97788
environmental samples,97800
environmental samples,97808
environmental samples,97816
environmental samples,97818
environmental samples,97821
environmental samples,97825
environmental samples,97833
environmental samples,97839
environmental samples,97841
environmental samples,97843
environmental samples,97900
environmental samples,97902
environmental samples,97907
environmental samples,97910
environmental samples,97912
environmental samples,97914
environmental samples,97916
environmental samples,97921
environmental samples,97924
environmental samples,97927
environmental samples,97930
environmental samples,97938
environmental samples,97940
environmental samples,97942
environmental samples,97945
environmental samples,97950
environmental samples,98160
environmental samples,98164
environmental samples,98167
environmental samples,98171
environmental samples,98173
environmental samples,98175
environmental samples,98178
environmental samples,98183
environmental samples,98185
environmental samples,98187
environmental samples,98191
environmental samples,98193
environmental samples,98198
environmental samples,99255
environmental samples,99256
environmental samples,99257
environmental samples,99258
environmental samples,99259
environmental samples,99260
environmental samples,99276
environmental samples,99277
environmental samples,99278
environmental samples,99279
environmental samples,99280
environmental samples,99281
environmental samples,99283
environmental samples,99284
environmental samples,100741
environmental samples,101026
environmental samples,101447
environmental samples,104107
environmental samples,104928
environmental samples,104929
environmental samples,104931
environmental samples,105812
environmental samples,105950
environmental samples,105961
environmental samples,107642
environmental samples,107647
environmental samples,107651
environmental samples,107654
environmental samples,109667
environmental samples,111624
environmental samples,111628
environmental samples,111631
environmental samples,111635
environmental samples,111640
environmental samples,111645
environmental samples,111737
environmental samples,111741
environmental samples,111744
environmental samples,111746
environmental samples,111748
environmental samples,111750
environmental samples,111752
environmental samples,112075
environmental samples,114052
environmental samples,114533
environmental samples,114535
environmental samples,114537
environmental samples,114552
environmental samples,114554
environmental samples,114558
environmental samples,114562
environmental samples,114703
environmental samples,114705
environmental samples,114709
environmental samples,114711
environmental samples,114713
environmental samples,114842
environmental samples,117608
environmental samples,117745
environmental samples,117769
environmental samples,117771
environmental samples,117936
environmental samples,117943
environmental samples,118325
environmental samples,120021
environmental samples,120433
environmental samples,120456
environmental samples,120457
environmental samples,123216
environmental samples,124038
environmental samples,124424
environmental samples,124728
environmental samples,125954
environmental samples,126073
environmental samples,126079
environmental samples,126081
environmental samples,126514
environmental samples,126517
environmental samples,127729
environmental samples,127736
environmental samples,127740
environmental samples,127750
environmental samples,127753
environmental samples,127777
environmental samples,127780
environmental samples,127783
environmental samples,127785
environmental samples,127805
environmental samples,128082
environmental samples,129591
environmental samples,129633
environmental samples,129663
environmental samples,129665
environmental samples,129668
environmental samples,129670
environmental samples,129680
environmental samples,129685
environmental samples,129688
environmental samples,129696
environmental samples,129699
environmental samples,129701
environmental samples,129707
environmental samples,130321
environmental samples,130346
environmental samples,130875
environmental samples,131191
environmental samples,131475
environmental samples,131489
environmental samples,131492
environmental samples,131495
environmental samples,131498
environmental samples,131522
environmental samples,131534
environmental samples,131546
environmental samples,131548
environmental samples,131551
environmental samples,132529
environmental samples,133815
environmental samples,133823
environmental samples,133827
environmental samples,134209
environmental samples,134213
environmental samples,134222
environmental samples,134224
environmental samples,134229
environmental samples,134232
environmental samples,134234
environmental samples,134245
environmental samples,134345
environmental samples,134480
environmental samples,134620
environmental samples,134622
environmental samples,134624
environmental samples,134626
environmental samples,134628
environmental samples,134716
environmental samples,135001
environmental samples,135021
environmental samples,135024
environmental samples,135026
environmental samples,135028
environmental samples,135034
environmental samples,135058
environmental samples,135062
environmental samples,135065
environmental samples,135071
environmental samples,135073
environmental samples,135077
environmental samples,135094
environmental samples,135095
environmental samples,135152
environmental samples,135640
environmental samples,135644
environmental samples,136247
environmental samples,136265
environmental samples,137371
environmental samples,139041
environmental samples,139043
environmental samples,139215
environmental samples,139358
environmental samples,139877
environmental samples,140984
environmental samples,141382
environmental samples,141644
environmental samples,142185
environmental samples,142188
environmental samples,142192
environmental samples,143068
environmental samples,143079
environmental samples,144314
environmental samples,144524
environmental samples,144526
environmental samples,146665
environmental samples,147231
environmental samples,150670
environmental samples,151566
environmental samples,151659
environmental samples,151988
environmental samples,152479
environmental samples,154341
environmental samples,155568
environmental samples,155910
environmental samples,156209
environmental samples,156614
environmental samples,157175
environmental samples,157279
environmental samples,157467
environmental samples,157470
environmental samples,157473
environmental samples,158750
environmental samples,158752
environmental samples,158756
environmental samples,158788
environmental samples,158790
environmental samples,158792
environmental samples,158794
environmental samples,159089
environmental samples,159269
environmental samples,161488
environmental samples,161761
environmental samples,163517
environmental samples,163523
environmental samples,163527
environmental samples,163530
environmental samples,163533
environmental samples,163536
environmental samples,164092
environmental samples,165189
environmental samples,165191
environmental samples,167234
environmental samples,167236
environmental samples,167640
environmental samples,167966
environmental samples,167969
environmental samples,167971
environmental samples,168104
environmental samples,168828
environmental samples,169961
environmental samples,169969
environmental samples,169972
environmental samples,170015
environmental samples,170615
environmental samples,171537
environmental samples,171540
environmental samples,171543
environmental samples,171546
environmental samples,171718
environmental samples,171951
environmental samples,172193
environmental samples,173972
environmental samples,174295
environmental samples,174389
environmental samples,174585
environmental samples,174712
environmental samples,175246
environmental samples,175536
environmental samples,176142
environmental samples,176305
environmental samples,176308
environmental samples,178724
environmental samples,178725
environmental samples,178728
environmental samples,178731
environmental samples,178733
environmental samples,179108
environmental samples,180060
environmental samples,181012
environmental samples,181087
environmental samples,181581
environmental samples,182687
environmental samples,182689
environmental samples,183212
environmental samples,183214
environmental samples,183758
environmental samples,183761
environmental samples,183937
environmental samples,184209
environmental samples,184211
environmental samples,184421
environmental samples,184426
environmental samples,186051
environmental samples,186054
environmental samples,186056
environmental samples,186616
environmental samples,187089
environmental samples,187298
environmental samples,189541
environmental samples,189664
environmental samples,189666
environmental samples,189669
environmental samples,189671
environmental samples,189673
environmental samples,189675
environmental samples,189677
environmental samples,189679
environmental samples,189681
environmental samples,189683
environmental samples,189686
environmental samples,189693
environmental samples,189703
environmental samples,189714
environmental samples,189718
environmental samples,189768
environmental samples,190155
environmental samples,190763
environmental samples,191214
environmental samples,191466
environmental samples,191469
environmental samples,192990
environmental samples,193124
environmental samples,194372
environmental samples,194845
environmental samples,194925
environmental samples,195018
environmental samples,195019
environmental samples,195020
environmental samples,195021
environmental samples,195022
environmental samples,195024
environmental samples,195027
environmental samples,195029
environmental samples,195043
environmental samples,195047
environmental samples,195051
environmental samples,197503
environmental samples,197507
environmental samples,197513
environmental samples,197515
environmental samples,197710
environmental samples,197740
environmental samples,197745
environmental samples,198032
environmental samples,198434
environmental samples,198436
environmental samples,198438
environmental samples,198440
environmental samples,198442
environmental samples,199298
environmental samples,199680
environmental samples,199682
environmental samples,200296
environmental samples,200447
environmental samples,201353
environmental samples,202668
environmental samples,202725
environmental samples,204719
environmental samples,204870
environmental samples,205860
environmental samples,205863
environmental samples,205866
environmental samples,205873
environmental samples,205882
environmental samples,205885
environmental samples,206095
environmental samples,206101
environmental samples,207775
environmental samples,208545
environmental samples,208547
environmental samples,209402
environmental samples,209464
environmental samples,209466
environmental samples,209468
environmental samples,209470
environmental samples,209474
environmental samples,210219
environmental samples,210933
environmental samples,211103
environmental samples,211431
environmental samples,211433
environmental samples,211435
environmental samples,211437
environmental samples,211439
environmental samples,211443
environmental samples,211445
environmental samples,211447
environmental samples,211449
environmental samples,211451
environmental samples,211453
environmental samples,211456
environmental samples,211458
environmental samples,211919
environmental samples,211927
environmental samples,211929
environmental samples,211933
environmental samples,211965
environmental samples,212036
environmental samples,212041
environmental samples,212043
environmental samples,212217
environmental samples,213072
environmental samples,213321
environmental samples,213323
environmental samples,213661
environmental samples,214037
environmental samples,214039
environmental samples,214885
environmental samples,215602
environmental samples,215772
environmental samples,215778
environmental samples,216588
environmental samples,217145
environmental samples,217373
environmental samples,218021
environmental samples,218053
environmental samples,218055
environmental samples,218083
environmental samples,218202
environmental samples,218287
environmental samples,218290
environmental samples,218293
environmental samples,218295
environmental samples,218299
environmental samples,218465
environmental samples,218485
environmental samples,218638
environmental samples,218661
environmental samples,218666
environmental samples,218698
environmental samples,218932
environmental samples,219184
environmental samples,219650
environmental samples,219937
environmental samples,220134
environmental samples,220136
environmental samples,220495
environmental samples,221069
environmental samples,221071
environmental samples,221073
environmental samples,221075
environmental samples,221077
environmental samples,221079
environmental samples,221081
environmental samples,221083
environmental samples,221101
environmental samples,221105
environmental samples,221168
environmental samples,221212
environmental samples,221217
environmental samples,221233
environmental samples,221236
environmental samples,221741
environmental samples,223186
environmental samples,223194
environmental samples,223820
environmental samples,223914
environmental samples,224208
environmental samples,224327
environmental samples,224433
environmental samples,224577
environmental samples,224767
environmental samples,225297
environmental samples,227401
environmental samples,227404
environmental samples,227707
environmental samples,227710
environmental samples,227713
environmental samples,227716
environmental samples,227948
environmental samples,228189
environmental samples,228202
environmental samples,228207
environmental samples,228949
environmental samples,228951
environmental samples,228953
environmental samples,229022
environmental samples,231054
environmental samples,231235
environmental samples,231479
environmental samples,231494
environmental samples,231503
environmental samples,232699
environmental samples,233793
environmental samples,234937
environmental samples,234941
environmental samples,235083
environmental samples,235903
environmental samples,235905
environmental samples,236028
environmental samples,236250
environmental samples,236497
environmental samples,236500
environmental samples,236502
environmental samples,237544
environmental samples,237552
environmental samples,238196
environmental samples,238198
environmental samples,238201
environmental samples,239173
environmental samples,239212
environmental samples,239736
environmental samples,239738
environmental samples,239991
environmental samples,239993
environmental samples,240131
environmental samples,240134
environmental samples,240138
environmental samples,240142
environmental samples,240145
environmental samples,240147
environmental samples,241592
environmental samples,242693
environmental samples,242696
environmental samples,243281
environmental samples,243283
environmental samples,243290
environmental samples,243294
environmental samples,243298
environmental samples,243299
environmental samples,243300
environmental samples,243889
environmental samples,243892
environmental samples,243903
environmental samples,244201
environmental samples,244203
environmental samples,246129
environmental samples,246131
environmental samples,246133
environmental samples,246135
environmental samples,246137
environmental samples,246140
environmental samples,246142
environmental samples,246268
environmental samples,246797
environmental samples,248120
environmental samples,248122
environmental samples,248127
environmental samples,248607
environmental samples,248676
environmental samples,248680
environmental samples,248710
environmental samples,248727
environmental samples,248729
environmental samples,248733
environmental samples,249167
environmental samples,249169
environmental samples,253242
environmental samples,253815
environmental samples,253822
environmental samples,253825
environmental samples,254353
environmental samples,254435
environmental samples,254437
environmental samples,255432
environmental samples,255434
environmental samples,256849
environmental samples,257456
environmental samples,257459
environmental samples,257461
environmental samples,257521
environmental samples,257793
environmental samples,258511
environmental samples,258592
environmental samples,259012
environmental samples,259015
environmental samples,259020
environmental samples,259267
environmental samples,259280
environmental samples,259282
environmental samples,259284
environmental samples,259296
environmental samples,259306
environmental samples,259308
environmental samples,259310
environmental samples,259312
environmental samples,259314
environmental samples,259316
environmental samples,259319
environmental samples,259321
environmental samples,259323
environmental samples,259932
environmental samples,259934
environmental samples,259937
environmental samples,259939
environmental samples,259941
environmental samples,259943
environmental samples,259946
environmental samples,259948
environmental samples,259950
environmental samples,259952
environmental samples,259954
environmental samples,259956
environmental samples,260057
environmental samples,260462
environmental samples,260464
environmental samples,260466
environmental samples,260468
environmental samples,260470
environmental samples,260472
environmental samples,260474
environmental samples,260477
